sample_id,training_scope,research_only,no_bet_instruction,label_source,line_source,season,season_type,player_id,player_name,team,opponent,game_id,game_date,home_away,stat,side,line,actual_value,target_hit,source_verified,created_at
PUBLIC-OUTCOME-1630162-0042300312-ra-15_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,ra,more,15.5,12.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-ra-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,ra,more,19.5,12.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-ra-23_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,ra,more,23.5,12.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-pa-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,pa,more,11.5,28.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-pa-16_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,pa,more,16.5,28.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-pa-21_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,pa,more,21.5,28.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-pa-26_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,pa,more,26.5,28.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-pa-31_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,pa,more,31.5,28.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_made,more,1.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_made,more,2.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_made,more,4.5,5.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_made,more,6.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_made-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_made,more,8.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_made-10_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_made,more,10.5,5.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_attempted,more,5.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_attempted-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_attempted,more,8.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_attempted-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_attempted,more,11.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_attempted-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_attempted,more,14.5,17.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_attempted-17_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_attempted,more,17.5,17.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-field_goals_attempted-20_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,field_goals_attempted,more,20.5,17.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_made,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_made,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_made,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_made-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_made,more,3.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_made,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_attempted,more,1.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_attempted,more,3.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_attempted,more,5.5,7.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_attempted,more,7.5,7.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-three_pointers_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,three_pointers_attempted,more,9.5,7.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_made,more,0.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_made-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_made,more,1.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_made,more,2.5,3.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_made-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_made,more,3.5,3.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_made,more,4.5,3.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_made,more,6.5,3.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,1.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,3.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,5.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,7.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,9.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,11.5,10.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-two_pointers_attempted-13_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,two_pointers_attempted,more,13.5,10.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_made-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_made,more,0.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_made-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_made,more,2.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_made-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_made,more,4.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_made-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_made,more,6.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_made-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_made,more,8.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_attempted-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_attempted,more,1.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_attempted-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_attempted,more,3.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_attempted-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_attempted,more,5.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_attempted-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_attempted,more,7.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-free_throws_attempted-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,free_throws_attempted,more,9.5,10.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-turnovers-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,turnovers,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-turnovers-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,turnovers,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-turnovers-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,turnovers,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-turnovers-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,turnovers,more,3.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-turnovers-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,turnovers,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-personal_fouls-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,personal_fouls,more,0.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-personal_fouls-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,personal_fouls,more,1.5,2.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-personal_fouls-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,personal_fouls,more,2.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-personal_fouls-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,personal_fouls,more,3.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-personal_fouls-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,personal_fouls,more,4.5,2.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-steals-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,steals,more,0.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-steals-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,steals,more,1.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-steals-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,steals,more,2.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-steals-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,steals,more,3.5,0.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-blocks-0_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,blocks,more,0.5,1.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-blocks-1_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,blocks,more,1.5,1.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-blocks-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,blocks,more,2.5,1.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-blocks-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,blocks,more,3.5,1.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-15_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,15.5,38.5000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-20_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,20.5,38.5000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-25_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,25.5,38.5000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-30_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,30.5,38.5000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-35_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,35.5,38.5000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-40_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,40.5,38.5000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300312-fantasy_score-45_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300312,2024-05-24,home,fantasy_score,more,45.5,38.5000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,4.5,26.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,7.5,26.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,9.5,26.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,14.5,26.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,19.5,26.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-24_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,24.5,26.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-points-29_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,points,more,29.5,26.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-rebounds-3_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,rebounds,more,3.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-rebounds-5_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,rebounds,more,5.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-rebounds-7_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,rebounds,more,7.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-rebounds-9_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,rebounds,more,9.5,9.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-rebounds-11_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,rebounds,more,11.5,9.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-assists-2_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,assists,more,2.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-assists-4_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,assists,more,4.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-assists-6_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,assists,more,6.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-assists-8_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,assists,more,8.5,9.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-assists-10_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,assists,more,10.5,9.0000,no,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-pra-14_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,pra,more,14.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
PUBLIC-OUTCOME-1630162-0042300313-pra-19_5,public_outcome,yes,,official_box_score,fixed_threshold,2023-24,Playoffs,1630162,Anthony Edwards,MIN,DAL,0042300313,2024-05-26,away,pra,more,19.5,44.0000,yes,yes,2026-06-14T00:15:42-04:00
